OBJECTID,BUSLIC_LOCATION_ID,DEA_FACILITY_ADDRESS,DEA_STALLS,FAC_NAME,HRS_MONFRI,HRS_SAT,HRS_SUN,FAC_TYPE,RTE_1HR,RTE_2HR,RTE_3HR,RTE_ALLDAY,DISABLED,OP_NAME,OP_PHONE,OP_PHONE2,PAYMENT_TYPE,OTHER,WEBNAME,REGIONID,OUTOFSERV,VACANT,STATUS,DATETIME,Longitude,Latitude
428,573814,"516 1ST AV W, SEATTLE, WA   98119",13,,,,,GARAGE,,,,,6,Diamond Parking Service,,,,N,DIAMOND,0,,,,,-122.3575615,47.62389832
429,593940,"325 1ST AV N, SEATTLE, WA 98109",60,,,,,SURFACE LOT,,,,,3,Diamond Parking Service,,,,N,DIAMOND,0,,,,,-122.3558632,47.62192702
430,593938,"516 BROAD ST, SEATTLE, WA 98109",36,,,,,SURFACE LOT,,,,,1,Diamond Parking Service,,,,N,DIAMOND,0,,,,,-122.3470419,47.62145124
431,625135,"434 QUEEN ANNE AV N, SEATTLE, WA   98109",12,,,,,SURFACE LOT,,,,,1,Diamond Parking Service,,,,N,DIAMOND,0,,,,,-122.3563028,47.62310465
432,593947,"314 QUEEN ANNE AV N, SEATTLE, WA   98109",28,,,,,SURFACE LOT,,,,,,Diamond Parking Service,,,,N,DIAMOND,0,,,,,-122.3563599,47.62143894
433,593930,"401 ELLIOTT AV W, SEATTLE, WA   98119",432,,,,,GARAGE,,,,,,Diamond Parking Service,,,,N,DIAMOND,0,,,,,-122.3637845,47.62234749
434,625108,"233 1ST AV W, SEATTLE, WA   98109",22,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3583771,47.62076397
435,667049,"290 2ND AVE N, SEATTLE, WA 98109",7,Theatre Commons Lot,,,,SURFACE LOT,,,,15,6,,(206) 684-7340,,,N,,,,,,,-122.3525078,47.62081998
436,572469,"3161 ELLIOTT AV, SEATTLE, WA 98121",131,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3587062,47.61832634
437,5947,"200 2ND AVE N, SEATTLE, WA 98109",157,James Albert Claypool Memorial Garage,6:00am - 12:30am,6:00am - 2:30am,6:00am - 12:30am,GARAGE,9,9,9,13,,,,,,N,,,,,,,-122.3511045,47.61973922
438,635155,"136 ELLIOTT AV W, SEATTLE, WA   98119",3,,,,,SURFACE LOT,,,,,,Diamond Parking Service,,,,N,DIAMOND,0,,,,,-122.3589157,47.61927956
439,625107,"113 QUEEN ANNE AV N, SEATTLE, WA   98109",28,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3571267,47.6189014
440,97070,"250 1ST AV N, SEATTLE, WA   98109",620,,,,,,5,10,12,24,26,,,,,N,SEATTLE CENTER 1ST AVE N GARAGE,0,,,,,-122.3550455,47.6202066
441,652092,"223 TAYLOR AV N, SEATTLE, WA   98109",50,,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.3466785,47.62037648
442,593911,"2404 7TH AV, SEATTLE, WA   98121",26,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3427071,47.6184032
443,625097,"109 TAYLOR AV N, SEATTLE, WA   98109",84,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3467058,47.61889622
444,646189,"200 TAYLOR AV N, SEATTLE, WA   98109",102,Best Western Executive Inn - Lot #85,,,,,,,,,,,,,,N,IMPARK,0,,,,,-122.3458772,47.62036465
445,16048,"1531 WESTERN AV, SEATTLE, WA   98101",540,Public Market Garage,5:00am - 2:00am,5:00am - 2:00am,5:00am - 2:00am,GARAGE,3,6,9,40,6,PIKE PLACE MARKET,(206) 774-5237,,,N,PUBLIC MARKET GARAGE,7,N,542,531,08/03/2017 06:13:07 PM +0000,-122.3421306,47.60897866
446,624767,"4115 UNIVERSITY WY NE, SEATTLE, WA   98105",16,,,,,,,,,,,,,,,Y,JADE,0,,,,,-122.3135618,47.65747368
447,606151,"200 6TH AV N, SEATTLE, WA   98109",45,,,,,,,,,,,,,,,Y,TRAVELODGE SEATTLE CENTER,0,,,,,-122.3445592,47.62014332
448,52869,"4220 BROOKLYN AV NE, SEATTLE, WA   98105",76,,,,,,,,,,,,,,,N,U-DISTRICT PARKING LOT,0,,,,,-122.3139754,47.65899152
449,642662,"535 TERRY AV N, SEATTLE, WA 98109",152,,,,,,,,,,,,,,,Y,,0,,,,,-122.3375522,47.62401911
450,17663,"666 S DEARBORN ST, SEATTLE, WA   98104",75,Merchants Parking #43,,,,SURFACE LOT,,,,,2,Merchants Parking/Transia,,,,N,MERCHANTS PARKING ASSOC,0,,,,,-122.3241481,47.59644387
451,1439,"4105 UNIVERSITY WY NE, SEATTLE, WA   98105",40,,,,,,,,,,,,,,,Y,JOHN'S,0,,,,,-122.3134958,47.65700185
452,97075,"300 MERCER ST, SEATTLE, WA   98109",1433,Mercer Garage,,,,GARAGE,,,,,47,Seattle Center,,,,N,SEATTLE CENTER MERCER GARAGE,0,,,,,-122.3502129,47.62498825
453,4850,"2230 4TH AV S, SEATTLE, WA 98134",113,,,,,,,,,,,,,,,Y,PACIFIC IRON & METAL,0,,,,,-122.3286559,47.58240623
454,17646,"214 5TH AV S, SEATTLE, WA   98104",36,Merchants Parking,,,,SURFACE LOT,,,,,,Merchants Parking/Transia,,,,N,AMAZON PHASE 1B #81866,0,,,,,-122.3274089,47.60039622
455,52865,"4526 15TH AV NE, SEATTLE, WA   98105",70,,,,,SURFACE LOT,,,,,,UDPA,,,,N,U-DISTRICT PARKING LOT,0,,,,,-122.311672,47.66207562
456,647757,"1011 PIKE ST, SEATTLE, WA   98101",120,,,,,,,,,,,,,,,Y,,0,,,,,-122.3292887,47.61301188
457,586967,"428 WESTLAKE AV N, SEATTLE, WA   98109",21,,7am-6pm,CLOSED,CLOSED,,2,4,,15,,,,,,N,IMPARK,0,,,,,-122.3380439,47.62285912
458,2000002,,,,,,,,,,,,,,(206) 935-0904,,,N,WEST SEATTLE JUNCTION ASSOCIATION,0,,,,,-122.3858113,47.56220642
459,9567,"2454 OCCIDENTAL AV S, SEATTLE, WA   98134",16,,,,,,,,,,,,,,,Y,BURLINGTON NORTHERN,0,,,,,-122.3326149,47.58135163
460,2000001,,,,,,,,,,,,,,(206) 935-0904,,,N,WEST SEATTLE JUNCTION ASSOCIATION,0,,,,,-122.3877643,47.56258663
461,584046,"4704 42ND AV SW, SEATTLE, WA   98116",213,,,,,GARAGE/SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.384794,47.56080743
462,581998,"4314 SW ALASKA ST, SEATTLE, WA   98116",30,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3878917,47.56136659
463,571455,"4701 CALIFORNIA AV SW, SEATTLE, WA   98116",18,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3871335,47.56096644
464,632003,"2929 27TH AV S, SEATTLE, WA   98144",75,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.298734,47.57701356
465,2000003,,,,,,,,,,,,,,(206) 935-0904,,,N,WEST SEATTLE JUNCTION ASSOCIATION,0,,,,,-122.3877335,47.56086771
466,645765,"3100 RAINIER AV S, SEATTLE, WA   98144",19,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.2956165,47.57552802
467,671117,"2930 1ST AVE S, SEATTLE, WA 98134",23,,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.3337147,47.57680075
468,689415,"2910 RAINIER AVE S, SEATTLE, WA 98144",25,,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.2970085,47.57734567
469,630527,"2250 OCCIDENTAL AV S, SEATTLE, WA   98134",80,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3326248,47.58177663
470,655277,"2944 1ST AVE S, SEATTLE, WA 98134",24,,,,,GARAGE,,,,,,,,,,N,,,,,,,-122.333904,47.57619374
471,673490,"2764 1ST AVE S, SEATTLE, WA 98134",51,,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.333791,47.57793705
472,686057,"2759 1ST AVE S, SEATTLE, WA 98134",45,,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.3347741,47.57814537
473,667144,"2430 1ST AVE S, SEATTLE, WA 98134",36,,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.333684,47.58084973
474,688894,"1220 HOWELL ST, SEATTLE, WA 98101-1469",585,,,,,GARAGE,14,16,18,35,,,,,,N,,,,,,,-122.3165321,47.58653414
475,692204,"1530 15TH AVE S, SEATTLE, WA 98144",14,,,,,GARAGE,,,,,,,,,,N,,,,,,,-122.3134839,47.58909537
476,635169,"1955 1ST AV S, SEATTLE, WA   98134",75,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3346561,47.58439845
477,638431,"1915 1ST AV S, SEATTLE, WA   98134",15,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3348568,47.58559802
478,595311,"1910 1ST AV S, SEATTLE, WA   98134",5,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3335932,47.58560871
479,584045,"1900 1ST AV S, SEATTLE, WA   98134",65,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3335932,47.58560871
480,669467,"1760 1ST AVE S, SEATTLE, WA 98134",48,,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.3337805,47.58643015
481,654013,"500 17TH AVE, SEATTLE, WA 98122",90,,,,,,,,,,,,,,,N,,,,,,,-122.3096564,47.60705478
482,661551,"500 QUEEN ANNE AVE N, SEATTLE, WA 98109",13,,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.3563757,47.6234328
483,667095,"535 PONTIUS AVE N, SEATTLE, WA 98109",33,,,,,GARAGE,,,,,,,,,,N,,,,,,,-122.3320803,47.62380902
484,666502,"401 PONTIUS AVE N, SEATTLE, WA 98109",14,,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.3319968,47.62219788
485,593899,"614 BROADWAY E, SEATTLE, WA   98102",22,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,-122.3206933,47.62475976
486,639443,"415 SENECA ST, SEATTLE, WA 98101",624,,,,,,,,,,,,,,,N,ACE PARKING,0,,,,,-122.3334471,47.60759774
487,17648,"601 S JACKSON ST, SEATTLE, WA   98104",23,Merchants Parking #02,,,,SURFACE LOT,,,,,,Merchants Parking/Transia,,,,N,Foley - Green  #82018,0,,,,,-122.3260511,47.5989786
488,176750,"1914 OCCIDENTAL AV S, SEATTLE, WA   98134",100,,,,,,,,,,,,,,,Y,PARKING,0,,,,,-122.3328245,47.58444428
489,635173,"1058 E MERCER ST, SEATTLE, WA   98102",57,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,-122.3183789,47.62442344
490,594278,"105 BLANCHARD ST, SEATTLE, WA   98121",12,,5pm- 7am,24 hours,24 hours,,9,9,,9,,,,,,N,KEY PARK NORTHWEST,0,,,,,-122.3446788,47.61275832
491,545709,"2210 7TH AV, SEATTLE, WA   98121",26,,24 hours,24 hours,24 hours,,5,5,,17,,,,,,N,IMPARK,0,,,,,-122.3403218,47.61714971
492,1807,"1201 3RD AV, SEATTLE, WA   98101",808,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,-122.3361067,47.60723191
493,577626,"3010 1ST AV, SEATTLE, WA   98121",7,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,-122.3539101,47.61813686
494,645735,"622 BROADWAY E, SEATTLE, WA   98102",18,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,-122.3206109,47.6249449
495,634721,"2210 7TH AV, SEATTLE, WA   98121",26,,24 hours,24 hours,24 hours,,5,5,,17,,,,,,N,IMPARK,0,,,,,-122.3403218,47.61714971
496,582320,"1762 6TH AV S, SEATTLE, WA   98134",84,,,,,,,,,,,,,,,Y,STREAM PARKING,0,,,,,-122.3250091,47.58685462
497,98864,"801 4TH AV, SEATTLE, WA   98104",130,,,,,,,,,,,,,,,N,JERRY'S GARAGE & U-DRIVE,0,,,,,-122.3321212,47.60489967
498,594283,"110 YALE AV N, SEATTLE, WA   98109",16,,24 hours,24 hours,24 hours,4,4,8,,,,,,,,N,KEY PARK NORTHWEST,0,,,,,-122.3300709,47.6193281
499,52860,"4236 BROOKLYN AV NE, SEATTLE, WA   98105",22,,,,,SURFACE LOT,,,,,,UDPA,,,,N,U-DISTRICT PARKING LOT,0,,,,,-122.3139953,47.65937927
500,588581,"2411 ALASKAN WY, SEATTLE, WA   98121",190,,,,,,,,,,,,,,,Y,EDGEWATER THE,0,,,,,-122.3507525,47.61240496
501,628636,"511 16TH AV E, SEATTLE, WA   98112",726,,7am - 11pm,9am - 5pm,closed,,5,7,,16,,,,,,N,REPUBLIC - SWEDISH CHERRY HILL,0,,,,,-122.3116235,47.62364179
502,634724,"2500 ELLIOTT AV, SEATTLE, WA   98121",23,,24 hours,24 hours,24 hours,,5,5,,17,,,,,,N,IMPARK,0,,,,,-122.3504818,47.61360508
503,548169,"1044 4TH AV S, SEATTLE, WA   98134",180,,,,,,,,,,,,,,,Y,STADIUM PLACE INC,0,,,,,-122.3282807,47.59292386
504,594279,"215 1ST AV N, SEATTLE, WA   98109",22,,24 hours,24 hours,24 hours,SURFACE LOT,4,4,,7,1,Key Park Northwest,,,,N,KEY PARK NORTHWEST,0,,,,,-122.355738,47.6203264
505,594282,"1208 PINE ST, SEATTLE, WA   98101",49,,24 hours,24 hours,24 hours,,6,6,,10,,,,,,N,KEY PARK NORTHWEST,0,,,,,-122.3285336,47.6152906
506,533370,"1750 4TH AV S, SEATTLE, WA   98134",18,,,,,,,,,,,,,,,Y,,0,,,,,-122.3286449,47.58664323
507,527105,"1917 4TH AV S, SEATTLE, WA   98134",7,,,,,,,,,,,,,,,Y,NELLA CUTLERY (USA),0,,,,,-122.3295752,47.58551543
508,513281,"2216 3RD AV, SEATTLE, WA   98121",97,,24 hours,24 hours,24 hours,SURFACE LOT,9.5,9.5,,16.5,,Key Park Northwest,,,,N,KEY PARK NORTHWEST,0,,,,,-122.3437609,47.61449129
509,620708,"622 BROADWAY E, SEATTLE, WA   98102",25,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,-122.3206109,47.6249449
510,583157,"4200 SW EDMUNDS ST, SEATTLE, WA   98116",36,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,-122.3857856,47.55947911
511,2000004,,,,,,,,,,,,,,,,,N,WEST SEATTLE JUNCTION ASSOCIATION,0,,,,,-122.3878095,47.55947821
512,583989,"2331 42ND AV SW, SEATTLE, WA   98116",101,,,,,,,,,,,,,,,N,UNITED,0,,,,,-122.3854188,47.58219989
513,507314,"607 8TH AV S, SEATTLE, WA   98104",7,,,,,,,,,,,,,,,N,MERCHANTS PARKING ASSOC,0,,,,,-122.3227429,47.59722146
514,526383,"710 7TH AV S, SEATTLE, WA   98104",19,,,,,,,,,,,,,,,Y,CITY PRODUCE CO LLC,0,,,,,-122.3233861,47.59621696
515,8956,"1720 4TH AV S, SEATTLE, WA   98134",80,,,,,,,,,,,,,,,Y,STERNOD ENTERPRISES INC,0,,,,,-122.3286893,47.5875175
516,603660,"3821 S FERDINAND ST, SEATTLE, WA   98118",39,,,,,SURFACE LOT,,,,,,,,,,N,COLUMBIA CITY,0,,,,,-122.2840121,47.55751838
517,579513,"159 S JACKSON ST, SEATTLE, WA   98104",6,Butler Parking,,,,GARAGE,,,,,,Butler Parking,(206) 624-7168,,,Y,BUTLER,0,,,,,-122.3324777,47.59894685
518,6256,"720 SENECA ST, SEATTLE, WA   98101",10,,,,,,,,,,,,,,,Y,EXETER HOUSE,0,,,,,-122.3302539,47.60953837
519,678423,"1625 S COLUMBIAN WAY, SEATTLE, WA 98108",45,,,,,SURFACE LOT,,,,,,,(206)762-1991,,,N,,,,,,,-122.3121772,47.56224453
520,548445,"221 6TH AV N, SEATTLE, WA   98109",28,,24 hours,24 hours,24 hours,,2,2,,15,,,,,,N,IMPARK,0,,,,,-122.3453892,47.62024373
521,17659,"616 6TH AV S, SEATTLE, WA   98104",30,Merchants Parking #27,,,,SURFACE LOT,,,,,,Merchants Parking/Transia,,,,N,MERCHANTS PARKING ASSOC,0,,,,,-122.3260095,47.59701309
522,580480,"1015 3RD AV # FL 12, SEATTLE, WA   98104",154,,,,,,,,,,,,,,,N,EXPEDITOR GARAGE,0,,,,,-122.3346381,47.60582056
523,594271,"1010 BOYLSTON AV, SEATTLE, WA   98104",22,,5pm - 7am,24 hours,24 hours,,2,2,,2,,,,,,N,KEY PARK NORTHWEST,0,,,,,-122.3216545,47.61099107
524,586728,"1412 12TH AV E, SEATTLE, WA 98102",36,,,,,GARAGE,,,,,,,,,,N,DIAMOND,0,,,,,-122.3164147,47.61342983
525,683675,"1610 MELROSE AVE, SEATTLE, WA 98122",20,,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.3275704,47.61566699
526,593910,"1001 E PINE ST, SEATTLE, WA   98122",32,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3189835,47.6151006
527,662391,"1216 PINE ST, SEATTLE, WA 98101",6,,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.3281574,47.61538806
528,593936,"1421 HARVARD AV, SEATTLE, WA   98122",19,,,,,SURFACE LOT,,,,,,Diamond Parking Service,,,,N,DIAMOND,0,,,,,-122.3224855,47.61343721
529,573093,"1509 BROADWAY, SEATTLE, WA   98122",27,,,,,SURFACE LOT,,,,,,Diamond Parking Service,,,,N,,0,,,,,-122.3212058,47.61440757
530,698904,"1531 7TH AVE, SEATTLE, WA 98101",30,Roosevelt Hotel Seattle,24 Hours,24 Hours,24 Hours,GARAGE,,,,,,"Ace Parking Management, Inc.",,,,N,,,,,,,-122.3343231,47.61233038
531,674955,"600 PINE ST, SEATTLE, WA 98101",1167,,,,,GARAGE,,,,,,Diamond Parking Service,,,,N,,,,,,,-122.335313,47.61289225
532,682056,"1800 9TH AVE, SEATTLE, WA 98101",301,,6:00am - 7:00pm,Closed,Closed,GARAGE,13,15,18,30,,,,,,N,,,,,,,-122.3330305,47.61516481
533,635163,"1101 PIKE ST, SEATTLE, WA   98101",18,,,,,SURFACE LOT,,,,,1,Diamond Parking Service,,,,N,DIAMOND,0,,,,,-122.328573,47.61329372
534,572484,"1610 MELROSE AV, SEATTLE, WA   98122",22,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3275704,47.61566699
535,656903,"800 CONVENTION PL, SEATTLE, WA 98101-2350",805,Convention Center,5:30am - 12:00am,5:30am - 12:00am,5:30am - 12:00am,GARAGE,5,8,10,29,,,(206) 694-5000,,,N,,,N,1096,OPEN,08/03/2017 06:13:07 PM +0000,-122.3316715,47.61194766
536,593912,"1605 BELLEVUE AV, SEATTLE, WA   98122",30,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,-122.3270773,47.61539128
537,664627,"1600 7TH AVE, SEATTLE, WA 98101",69,1600 Seventh Ave,6:30am - 8:00pm,Closed,Closed,GARAGE,,,,,,,(206) 652-1451,,,N,,,,,,,-122.3343027,47.61316427
538,664323,"1801 TERRY AVE, SEATTLE, WA 98101",84,,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.3327472,47.61555725
539,583158,"1551 9TH AV, SEATTLE, WA   98101",18,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3322307,47.61323898
540,627199,"720 OLIVE WY, SEATTLE, WA   98101",250,,,,,GARAGE,,,,,,,,,,N,DIAMOND,0,,,,,-122.3348531,47.61417896
541,544,"1409 6TH AV, SEATTLE, WA   98101",170,WAC Garage,24 hours,24 hours,24 hours,GARAGE,9,12,15,35,5,WAC,(206) 622-7900,,,N,WAC PARKING,9,N,159,159,08/03/2017 06:13:07 PM +0000,-122.3340409,47.61022486
542,584043,"815 PINE ST, SEATTLE, WA   98101",38,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3322307,47.61323898
543,644072,"809 OLIVE WY, SEATTLE, WA   98101",44,,,,,GARAGE,,,,,,,,,,N,UNITED,0,,,,,-122.3335137,47.61396871
544,509324,"1420 5TH AVE, SEATTLE, WA 98101",968,US Bank Centre,6:30am - 11:30pm,8:30am - 12:30am,9:00am - 11:30pm,GARAGE,,,,,,"Ace Parking Management, Inc.",,,,N,,,,,,,-122.3346647,47.61054498
545,2000005,,1130,PACIFIC PLACE,5:00am - 2:00am,5:00am - 2:00am,5:00am - 2:00am,GARAGE,6,9,11,28,,AMPCO,(206) 652-9009,,,N,PACIFIC PLACE,5,N,670,670,08/03/2017 06:13:07 PM +0000,-122.3355516,47.61321679
546,666783,"2101 3RD AVE, SEATTLE, WA 98101",22,,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.3426315,47.61316045
547,543241,"1900 5TH AV, SEATTLE, WA   98101",235,Westin Seattle Hotel - Valet,24 hours,24 hours,24 hours,GARAGE,,,,,,"Ace Parking Management, Inc.",,,,N,WESTIN,0,,,,,-122.3380983,47.61393163
548,593950,"2021 5TH AV, SEATTLE, WA   98121",52,,,,,SURFACE LOT,,,,,3,Diamond Parking Service,,,,N,DIAMOND,0,,,,,-122.3402236,47.61399858
549,645726,"2201 4TH AV, SEATTLE, WA   98121",146,,,,,GARAGE,,,,,,,,,,N,DIAMOND,0,,,,,-122.3432753,47.61462861
550,671823,"1526 2ND AVE, SEATTLE, WA 98101",25,,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.3391922,47.61013862
551,672586,"1218 3RD AVE, SEATTLE, WA 98101",53,Seattle Tower - Lot #114,,,,GARAGE,7,,,,,,,,,N,,,,,,,-122.335439,47.60768749
552,4194,"1430 1ST AV, SEATTLE, WA   98101",44,Metro Parking,,,,SURFACE LOT,,,,,,Metro Parking Inc,,,,N,METRO,0,,,,,-122.3394319,47.60866935
553,530470,"2010 5TH AV, SEATTLE, WA   98121",388,Westin Building Garage - Lot #3,24 hours,24 hours,24 hours,GARAGE,9,12,15,32,,,,,,N,IMPARK,0,,,,,-122.3391318,47.61409008
554,210,"1123 9TH AV, SEATTLE, WA   98101",310,,24 Hours,24 Hours,24 Hours,GARAGE,5,8,10,22,,,,,,N,PARKING,0,,,,,-122.3287143,47.60926261
555,583622,"1522 14TH AV, SEATTLE, WA   98122",57,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3138248,47.61497011
556,644069,"1532 13TH AV, SEATTLE, WA 98122",11,,,,,SURFACE LOT,,,,,,,,,,N,UNITED,0,,,,,-122.3150466,47.61511061
557,574487,"1106 SUMMIT AV, SEATTLE, WA   98114",242,,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.3234876,47.61118537
558,644070,"1314 E PIKE ST, SEATTLE, WA   98122",10,,,,,SURFACE LOT,,,,,,,,,,N,UNITED,0,,,,,-122.3148369,47.61426669
559,670887,"1110 E PINE ST, SEATTLE, WA 98122",24,,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.3174385,47.61552303
560,645737,"1518 BROADWAY, SEATTLE, WA   98122",4,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3204343,47.61456987
561,654016,"5300 TALLMAN AVE NW, SEATTLE, WA 98107",459,,,,,,,,,,,,,,,N,,,,,,,-122.3795553,47.66736501
562,2000011,,94,,,,,,,,,,,,,,,N,,,,,,,-122.3388261,47.62418402
563,652556,"1403 WESTERN AV, SEATTLE, WA   98121",50,,,,,,,,,,,,,,,N,,,,,,,-122.3407423,47.60745519
564,704192,"2230 7TH AVE, SEATTLE, WA 98121",20,,,,,,,,,,,,,,,N,,,,,,,-122.3408827,47.61741621
565,684567,"1001 4TH AVE, SEATTLE, WA 98104",590,,,,,,,,,,,,,,,N,,,,,,,-122.3338794,47.60614722
566,663740,"2020 5TH AVE, SEATTLE, WA 98121",74,,,,,,,,,,,,,,,N,,,,,,,-122.339557,47.61448711
567,674795,"2233 6TH AVE S, SEATTLE, WA 98134",30,,,,,,,,,,,,,,,N,,,,,,,-122.3271945,47.58238414
568,704191,"615   WESTLAKE AVE N, SEATTLE, WA 98109-4307",240,,,,,,,,,,,,,,,N,,,,,,,-122.3388306,47.62497497
569,652236,"5001 RAINIER AV S, SEATTLE, WA 98118",14,,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.2847944,47.55676839
570,76160,"1414 NE 42ND ST, SEATTLE, WA 98105",125,,,,,,,,,,,,,,,N,,,,,,,-122.3123974,47.65860198
571,654017,"5300 TALLMAN AVE NW, SEATTLE, WA 98107",9,,,,,,,,,,,,,,,N,,,,,,,-122.3795553,47.66736501
572,595337,"4801 RAINIER AV S, SEATTLE, WA   98118",131,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.2865393,47.55925914
573,684566,"401 BROADWAY E, SEATTLE, WA 98102",230,,,,,,,,,,,,,,,N,,,,,,,-122.3214989,47.6225612
574,684555,"714 1ST AVE, SEATTLE, WA 98101",260,,,,,,,,,,,,,,,N,,,,,,,-122.3343363,47.60310914
575,698817,"5310 SHILSHOLE AVE NW, SEATTLE, WA 98107",45,,,,,,,,,,,,,,,N,,,,,,,-122.3842332,47.66652617
576,593935,"1406 BROADWAY, SEATTLE, WA   98122",30,,,,,SURFACE LOT,,,,,,Diamond Parking Service,,,,N,DIAMOND,0,,,,,-122.3204433,47.61309157
577,2000027,"701 PIKE ST, SEATTLE WA 98101",,One Convention Place,,,,,,,,,,,,,,N,ONE CONVENTION PLACE,25,N,71,71,08/03/2017 06:13:07 PM +0000,-122.3327812,47.61149635
578,595329,"900 12TH AV, SEATTLE, WA   98122",30,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3164445,47.61055365
579,680571,"1515 7TH AVE, SEATTLE, WA 98101",410,Meridian Garage East,5:30am - 1:00am,5:30am - 1:00am,5:30am - 1:00am,GARAGE,,,,,,"Ace Parking Management, Inc.",,,,N,,,,,,,-122.3325619,47.61145996
580,605514,"1120 BROADWAY, SEATTLE, WA   98102",140,,,,,GARAGE,,,,,,,,,,N,DIAMOND,0,,,,,-122.3202736,47.6119919
581,684564,"1215 SENECA ST, SEATTLE, WA 98101",27,,,,,,,,,,,ABM,,,,N,,,,,,,-122.3245386,47.61136058
582,593916,"1120 BROADWAY, SEATTLE, WA 98102",212,,,,,GARAGE,,,,,,,,,,N,,,,,,,-122.3202736,47.6119919
583,679931,"1161 11TH AVE, SEATTLE, WA 98122",9,,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.3184263,47.61271146
584,674971,"1526 BROADWAY, SEATTLE, WA 98112",11,,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.320372,47.61491149
585,582421,"1122 E MADISON ST, SEATTLE, WA   98122",35,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3173152,47.61281814
586,593909,"1126 34TH AV, SEATTLE, WA 98122",52,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.2889952,47.61243079
587,676954,"1601 13TH AVE, SEATTLE, WA 98122",14,,,,,GARAGE,,,,,,,,,,N,,,,,,,-122.3157156,47.61554171
588,685245,"1300 E PIKE ST, SEATTLE, WA 98122",11,,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.3152782,47.61430703
589,307,"1145 BROADWAY, SEATTLE, WA 98122",293,The Polyclinic Broadway Garage,7:00am - 5:00pm,Closed,Closed,GARAGE,5,7,9,18,,The Polyclinic,(206) 329-1760,,,N,,,,,,,-122.3214015,47.61244042
